job_role,course_name,course_link,difficulty_level,category,job_role_encoded,course_name_encoded,category_encoded
Multi-Cloud Specialist,AWS Certified Solutions Architect - Professional,https://aws.amazon.com/certification/certified-solutions-architect-professional/,Advanced,Cloud Computing,379,33,66
Multi-Cloud Specialist,Multi-Cloud Networking and Security,https://www.cloudacademy.com/course/multi-cloud-networking-and-security/,Intermediate,Cloud Computing,379,838,66
Multi-Experience Development Engineer,Building Conversational Experiences with Amazon Lex,https://www.aws.training/Details/eLearning?id=61082,Intermediate,Conversational AI,380,195,134
Multi-Experience Development Engineer,Progressive Web App Development - Build Your First PWA,https://www.udemy.com/course/progressive-web-app-pwa-the-complete-guide/,Intermediate,Web Development,380,947,578
Multi-Factor Authentication (MFA) Engineer,Advanced Authentication with FIDO2 and WebAuthn,https://webauthn.guide/,Advanced,Web Security,381,56,597
Multi-Factor Authentication (MFA) Engineer,Okta Certified Professional Exam Prep,https://www.okta.com/services/training/,Intermediate,Cloud Security,381,889,103
Multi-Factor Authentication (MFA) Engineer,Duo Security MFA Administration,https://duo.com/docs/administration,Intermediate,Cybersecurity,381,435,142
Multi-Factor Authentication (MFA) Engineer,Auth0: Identity for Developers,https://auth0.com/developers,Intermediate,Web Development,381,147,578
Multi-Model Database Developer,AWS DynamoDB Deep Dive,https://www.pluralsight.com/courses/aws-dynamodb-deep-dive-2019,Intermediate,NoSQL Databases,382,38,426
Multi-Platform Game Development Engineer,Complete C# Unity Game Developer 2D,https://www.udemy.com/course/unitycourse/,Intermediate,Game Development,383,313,321
Multi-Platform Game Development Engineer,The Ultimate Guide to Mobile Game Development with Unity,https://www.udemy.com/course/unitymobile/,Intermediate,Mobile Game Development,383,1110,399
Multi-Sensor Fusion Engineer,Multi-Sensor Data Fusion for Automated Driving,https://www.udacity.com/course/sensor-fusion-nanodegree--nd313,Advanced,Robotics and Autonomous Systems,384,841,483
Mutation Testing Engineer,Java Programming: Solving Problems with Software,https://www.coursera.org/learn/java-programming,Beginner,Java Programming,385,693,364
Mutation Testing Engineer,JavaScript Basics for Beginners,https://www.udemy.com/course/javascript-basics-for-beginners/,Beginner,JavaScript Programming,385,695,365
MySQL Engineer,The Complete MySQL Developer Course,https://www.udemy.com/course/the-complete-mysql-developer-course/,Intermediate,Database Development,386,1099,228
MySQL Engineer,MySQL Tutorial for Beginners,https://www.guru99.com/mysql-tutorial.html,Beginner,Database Fundamentals,386,846,229
MySQL Engineer,The Ultimate MySQL Bootcamp: Go from SQL Beginner to Expert,https://www.udemy.com/course/the-ultimate-mysql-bootcamp-go-from-sql-beginner-to-expert/,Beginner to Intermediate,Database Administration,386,1113,226
MySQL Engineer,"High Performance MySQL: Optimization, Backups, and Replication",https://www.oreilly.com/library/view/high-performance-mysql/0596003064/,Advanced,Database Administration,386,552,226
MySQL Engineer,MySQL Database Administration,https://www.linkedin.com/learning/mysql-database-administration,Intermediate,Database Administration,386,844,226
NFT Smart Contract Developer,Advanced Solidity: Building Production-Ready Smart Contracts,https://eattheblocks.com/course/solidity-developer,Advanced,Blockchain Development,387,91,52
NFT Smart Contract Developer,OpenZeppelin - Learn Solidity,https://docs.openzeppelin.com/learn/developing-smart-contracts,Intermediate,Blockchain Development,387,894,52
NFT Smart Contract Developer,NFT Fundamentals,https://www.odysseydao.com/,Beginner,Blockchain Development,387,847,52
NLP Engineer,Natural Language Processing Specialization,https://www.deeplearning.ai/courses/natural-language-processing-specialization/,Intermediate,Natural Language Processing,388,861,407
NLP Engineer,Advanced NLP with spaCy,https://course.spacy.io/,Intermediate,Natural Language Processing,388,76,407
NLP Engineer,Hugging Face Transformers Course,https://huggingface.co/course/chapter1,Intermediate,Natural Language Processing,388,561,407
Network Engineer,CCNA 200-301,https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/ccna.html,Associate,Networking,389,244,421
Network Engineer,Implementing and Administering Cisco Solutions (CCNA 200-301),https://www.netacad.com/courses/networking/ccna-implementing-and-administering-cisco-solutions,Associate,Networking,389,589,421
Network Engineer,The Bits and Bytes of Computer Networking,https://www.coursera.org/learn/computer-networking,Beginner,Networking,389,1092,421
Network Engineer,Fundamentals of Computer Network Security,https://www.coursera.org/specializations/computer-network-security,Intermediate,Network Security,389,482,418
Network Penetration Tester,Learn Python & Ethical Hacking From Scratch,https://www.udemy.com/course/learn-python-and-ethical-hacking-from-scratch/,Beginner,Cybersecurity/Penetration Testing/Python,390,713,176
Network Security Engineer,Cisco CCNA Security,https://www.cisco.com/c/en/us/training-events/training-certifications/certifications/associate/ccna-security.html,Intermediate,Network Security,391,282,418
Neural AI Programming Engineer,Building AI Applications with TensorFlow,https://www.coursera.org/specializations/tensorflow-advanced-techniques,Intermediate,TensorFlow,392,190,546
Neural AI Programming Engineer,PyTorch for Deep Learning and Computer Vision,https://www.udacity.com/course/deep-learning-pytorch--ud188,Intermediate,PyTorch,392,951,466
Neural Compute Runtime Developer ,Fundamentals of Accelerated Computing with CUDA Python,https://courses.nvidia.com/courses/course-v1:DLI+C-AC-01+V1/about,Intermediate,Parallel Computing,393,479,435
Neural Compute Runtime Developer ,Fundamentals of Deep Learning for Computer Vision,https://courses.nvidia.com/courses/course-v1:DLI+C-CV-01+V1/about,Intermediate,Deep Learning,393,483,243
Neural Compute Runtime Developer ,Getting Started with DeepStream for Video Analytics,https://courses.nvidia.com/courses/course-v1:DLI+S-DS-01+V1/about,Intermediate,Video Analytics,393,504,569
Neural Compute Runtime Developer ,Building Transformer-Based Natural Language Processing Applications,https://courses.nvidia.com/courses/course-v1:DLI+C-NLP-02+V1/about,Advanced,Natural Language Processing,393,221,407
Neural Compute Runtime Developer ,Performance Tuning with Nsight Systems,https://courses.nvidia.com/courses/course-v1:DLI+C-NS-01+V2/about,Intermediate,Performance Analysis,393,916,440
Neural Implant Engineer,Medical Device Design and Development,https://www.udacity.com/course/product-design-nanodegree--nd027,Intermediate,Biomedical Engineering,394,774,47
Neural Implant Engineer,Signals and Systems,https://ocw.mit.edu/courses/6-003-signals-and-systems-fall-2011/,Intermediate,Electrical Engineering,394,1035,279
Neuromorphic Chip Designer,"CAD for VLSI Design I, IIT Madras",https://nptel.ac.in/courses/106106088,Advanced,Electronics & VLSI Engineering,395,242,282
Neuromorphic Chip Designer,Neuromorphic Engineering: From Sensors to Systems,https://www.frontiersin.org/research-topics/12602/neuromorphic-engineering-from-sensors-to-systems,Advanced,Biomedical Engineering / Neuroscience,395,879,48
Neuromorphic Computing Engineer,Computational Neuroscience,https://ocw.mit.edu/courses/9-40-introduction-to-neural-computation-spring-2018/,Advanced,Neuroscience,396,314,423
Neuromorphic Computing Engineer,Hardware Acceleration of Deep Learning,https://www.udacity.com/course/hardware-acceleration-with-fpgas--ud177,Advanced,Computer Engineering,396,542,117
NoOps Engineer,Introduction to Infrastructure as Code (IaC),https://www.cloudacademy.com/course/introduction-to-infrastructure-as-code-iac-464/,Beginner,Cloud Computing/DevOps,397,646,88
NoSQL Developer,Redis: The Complete Developer's Guide,https://www.udemy.com/course/redis-the-complete-developers-guide/,Intermediate,NoSQL Databases,398,973,426
NoSQL Developer,Learn DynamoDB on AWS,https://aws.amazon.com/dynamodb/getting-started/,Beginner,NoSQL Databases,398,711,426
NoSQL Developer,Neo4j Graph Database Fundamentals,https://neo4j.com/graphacademy/online-training/neo4j-fundamentals/,Beginner,NoSQL Databases,398,866,426
NoSQL Developer,Learning Couchbase,https://www.oreilly.com/library/view/learning-couchbase/9781449340223/,Intermediate,NoSQL Databases,398,722,426
Non-Volatile Memory (NVM) Engineer,Flash Memory Summit,https://flashmemorysummit.com/,Intermediate/Advanced,Professional Development/Conferences,399,471,451
Observability Engineer,Monitoring and Observability with Grafana,https://grafana.com/tutorials/,Beginner,DevOps/Observability,400,834,263
Observability Engineer,OpenTelemetry Bootcamp,https://opentelemetry.io/docs/,Intermediate,DevOps/Observability,400,893,263
Observability Engineer,Elastic Observability,https://www.elastic.co/observability/,Beginner,DevOps/Observability,400,441,263
Open Source Contributor,How to Contribute to Open Source,https://opensource.guide/how-to-contribute/,Beginner,Open Source Contribution,401,559,427
Open Source Contributor,First Contributions,https://firstcontributions.github.io/,Beginner,Open Source Contribution,401,470,427
Open Source Contributor,GitHub Actions: Continuous Integration,https://docs.github.com/en/actions/quickstart,Intermediate,DevOps/Open Source Tooling,401,507,264
Open Source Contributor,Writing Good Documentation,https://documentation.divio.com/,Intermediate,Technical Writing/Open Source Best Practices,401,1185,542
Open Source Contributor,Understanding Open Source and Free Software Licensing,https://choosealicense.com/,Intermediate,Open Source Licensing,401,1129,428
OpenAPI Specification Engineer,Designing RESTful APIs,https://www.udacity.com/course/designing-restful-apis--ud388,Intermediate,Web API Development,402,394,575
Optical Fiber Sensor Engineer,"Fiber Optic Sensing: Fundamentals, Technologies, and Applications",https://www.rp-photonics.com/fiber_optic_sensors.html,Intermediate,Photonics Engineering,403,463,444
Optical Fiber Sensor Engineer,Fundamentals of Fiber Optics,https://www.thefoa.org/tech/ref/basic/index.html,Beginner,Networking,403,485,421
PCB Designer,The Complete PCB Design Course - All Levels,https://www.udemy.com/course/pcb-design/,All Levels,Electronics Design,404,1100,283
PCB Designer,High-Speed PCB Design,https://www.fedevel.com/academy/high-speed-pcb-design-online-course/,Advanced,Electronics Design,404,556,283
PCB Designer,Learn to Design Multilayer PCBs,https://www.pcbway.com/project/shareproject/Learn_to_Design_Multilayer_PCBs__856172.html,Intermediate,Electronics Design,404,719,283
PCB Designer,High-Speed PCB Design,https://www.fedevel.com/academy/high-speed-pcb-design-fundamentals-course/,Advanced,Electronics Design,404,556,283
Parallel Computing Engineer,Multicore Programming with OpenMP,https://www.openmp.org/resources/tutorials-articles/,Intermediate,Parallel Computing,405,843,435
Parallel Computing Engineer,CUDA Programming: A Developer's Guide to GPU Computing,https://www.udacity.com/course/intro-to-parallel-programming--cs344,Intermediate,GPU Programming,405,254,319
Peer-to-Peer (P2P) Application Developer,Network Programming with Sockets in C++,https://www.udemy.com/topic/socket-programming/,Intermediate,Network Programming,406,872,416
Penetration Tester,Metasploit Unleashed,https://www.offensive-security.com/metasploit-unleashed/,Intermediate,Cybersecurity/Penetration Testing,407,779,175
Performance Tester,Performance Testing with JMeter - Step by Step,https://www.udemy.com/course/performance-testing-with-jmeter/,Beginner,Software Testing/Performance Testing,408,912,525
Performance Tester,Performance Testing with BlazeMeter,https://www.blazemeter.com/university/,Intermediate,Software Testing/Performance Testing,408,910,525
Performance Tester,Web Performance Optimization,https://www.udacity.com/course/web-performance-optimization--ud884,Intermediate,Web Development/Performance Optimization,408,1168,595
Personal Data Vault Engineer,Securing Cloud Solutions,https://learn.microsoft.com/en-us/certifications/exams/az-500/,Advanced,Cloud Security,409,1010,103
Personalized AI Fashion Stylist,Building a Recommendation System with TensorFlow,https://developers.google.com/machine-learning/recommendation,Intermediate,Machine Learning Engineering,410,230,378
Personalized AI Health Assistant Developer,AI for Healthcare,https://www.udacity.com/course/ai-for-healthcare-nanodegree--nd320,Intermediate,AI in Healthcare,411,10,14
Personalized AI Health Assistant Developer,Introduction to Healthcare Informatics,https://www.coursera.org/specializations/health-informatics,Beginner,Healthcare Informatics,411,645,343
Personalized AI Health Assistant Developer,Data Science: Foundations using R Specialization,https://www.coursera.org/specializations/data-science-foundations-r,Beginner,Data Science,411,366,202
Personalized Learning AI Developer,Machine Learning Specialization,https://www.coursera.org/specializations/machine-learning,Intermediate,Machine Learning,412,747,374
Post-Quantum Cryptography Specialist,Hash-Based Cryptography,https://www.udacity.com/course/hash-based-cryptography-nanodegree--nd777,Intermediate,Cryptography,413,548,138
